concept_name,concept_code,source_concept_id,source_vocabulary_id,source_domain_id,source_concept_class_id,target_concept_id,relationship_id,reverese_relationship_id,concept_name_con,domain_id,vocab_id,concept_class_id,standard
CSF;SPINAL FLUID,70026,2000025522,mimiciv_micro_specimen,Specimen,Specimen,4124259,Maps to,Mapped from,Cerebrospinal fluid sample,Specimen,SNOMED,Specimen,S
CORNEAL EYE SCRAPINGS,70027,2000025523,mimiciv_micro_specimen,Specimen,Specimen,4119388,Maps to,Mapped from,Corneal scraping sample,Specimen,SNOMED,Specimen,S
DIALYSIS FLUID,70029,2000025524,mimiciv_micro_specimen,Specimen,Specimen,4000624,Maps to,Mapped from,Dialysis fluid specimen,Specimen,SNOMED,Specimen,S
EAR,70031,2000025525,mimiciv_micro_specimen,Specimen,Specimen,40491350,Maps to,Mapped from,Body substance specimen from ear,Specimen,SNOMED,Specimen,S
Blood (EBV),70032,2000025526,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
EYE,70033,2000025527,mimiciv_micro_specimen,Specimen,Specimen,4001190,Maps to,Mapped from,Specimen from eye,Specimen,SNOMED,Specimen,S
FOREIGN BODY,70034,2000025528,mimiciv_micro_specimen,Specimen,Specimen,40490923,Maps to,Mapped from,Foreign body submitted as specimen,Specimen,SNOMED,Specimen,S
"FLUID,OTHER",70035,2000025529,mimiciv_micro_specimen,Specimen,Specimen,4122251,Maps to,Mapped from,Fluid sample,Specimen,SNOMED,Specimen,S
FLUID WOUND,70036,2000025530,mimiciv_micro_specimen,Specimen,Specimen,4046837,Maps to,Mapped from,Fluid specimen from wound,Specimen,SNOMED,Specimen,S
FOOT CULTURE,70037,2000025531,mimiciv_micro_specimen,Specimen,Specimen,43531265,Maps to,Mapped from,Specimen from skin,Specimen,SNOMED,Specimen,S
FECAL SWAB,70038,2000025532,mimiciv_micro_specimen,Specimen,Specimen,4124279,Maps to,Mapped from,Anal swab,Specimen,SNOMED,Specimen,S
GASTRIC ASPIRATE,70039,2000025533,mimiciv_micro_specimen,Specimen,Specimen,4057279,Maps to,Mapped from,Gastric aspirate sample,Specimen,SNOMED,Specimen,S
SWAB,70040,2000025534,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
Influenza A/B by DFA - Bronch Wash,70044,2000025535,mimiciv_micro_specimen,Specimen,Specimen,4048961,Maps to,Mapped from,Specimen from lung obtained by bronchial washing procedure,Specimen,SNOMED,Specimen,S
JOINT FLUID,70047,2000025536,mimiciv_micro_specimen,Specimen,Specimen,4331823,Maps to,Mapped from,Joint fluid specimen,Specimen,SNOMED,Specimen,S
NAIL SCRAPINGS,70048,2000025537,mimiciv_micro_specimen,Specimen,Specimen,40490916,Maps to,Mapped from,Specimen from nail obtained by scraping,Specimen,SNOMED,Specimen,S
NEOPLASTIC BLOOD,70049,2000025538,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
NOSE,70050,2000025539,mimiciv_micro_specimen,Specimen,Specimen,40491357,Maps to,Mapped from,Specimen from nose,Specimen,SNOMED,Specimen,S
"FLUID,OTHER",70051,2000025540,mimiciv_micro_specimen,Specimen,Specimen,4122251,Maps to,Mapped from,Fluid sample,Specimen,SNOMED,Specimen,S
PERIPHERAL BLOOD LYMPHOCYTES,70052,2000025541,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
PERITONEAL FLUID,70053,2000025542,mimiciv_micro_specimen,Specimen,Specimen,4043942,Maps to,Mapped from,Peritoneal fluid sample,Specimen,SNOMED,Specimen,S
PLEURAL FLUID,70054,2000025543,mimiciv_micro_specimen,Specimen,Specimen,4302933,Maps to,Mapped from,Pleural fluid specimen,Specimen,SNOMED,Specimen,S
Rapid Respiratory Viral Screen & Culture,70057,2000025544,mimiciv_micro_specimen,Specimen,Specimen,4119536,Maps to,Mapped from,Respiratory sample,Specimen,SNOMED,Specimen,S
Staph aureus Screen,70059,2000025545,mimiciv_micro_specimen,Procedure,Procedure,4201099,Maps to,Mapped from,Multi-resistant staphylococcus aureus screening,Procedure,SNOMED,Procedure,S
Stem Cell - Blood Culture,70060,2000025546,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
SKIN SCRAPINGS,70061,2000025547,mimiciv_micro_specimen,Specimen,Specimen,40490358,Maps to,Mapped from,Specimen from skin obtained by scraping,Specimen,SNOMED,Specimen,S
SPUTUM,70062,2000025548,mimiciv_micro_specimen,Specimen,Specimen,4002876,Maps to,Mapped from,Sputum specimen,Specimen,SNOMED,Specimen,S
STOOL,70064,2000025549,mimiciv_micro_specimen,Specimen,Specimen,4002879,Maps to,Mapped from,Stool specimen,Specimen,SNOMED,Specimen,S
STOOL (RECEIVED IN TRANSPORT SYSTEM),70066,2000025550,mimiciv_micro_specimen,Specimen,Specimen,4002879,Maps to,Mapped from,Stool specimen,Specimen,SNOMED,Specimen,S
SWAB,70067,2000025551,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
SWAB,70068,2000025552,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
SWAB,70069,2000025553,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
SWAB,70070,2000025554,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
SWAB - R/O YEAST,70071,2000025555,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
TRACHEAL ASPIRATE,70072,2000025556,mimiciv_micro_specimen,Specimen,Specimen,4119387,Maps to,Mapped from,Transtracheal aspirate sample,Specimen,SNOMED,Specimen,S
TISSUE,70073,2000025557,mimiciv_micro_specimen,Specimen,Specimen,4002890,Maps to,Mapped from,Tissue specimen,Specimen,SNOMED,Specimen,S
THROAT,70074,2000025558,mimiciv_micro_specimen,Specimen,Specimen,4002893,Maps to,Mapped from,Specimen from throat,Specimen,SNOMED,Specimen,S
THROAT CULTURE,70075,2000025559,mimiciv_micro_specimen,Specimen,Specimen,4002893,Maps to,Mapped from,Specimen from throat,Specimen,SNOMED,Specimen,S
TISSUE,70076,2000025560,mimiciv_micro_specimen,Specimen,Specimen,4002890,Maps to,Mapped from,Tissue specimen,Specimen,SNOMED,Specimen,S
URINE,70077,2000025561,mimiciv_micro_specimen,Specimen,Specimen,4046280,Maps to,Mapped from,Urine specimen,Specimen,SNOMED,Specimen,S
"URINE,PROSTATIC MASSAGE",70078,2000025562,mimiciv_micro_specimen,Specimen,Specimen,4046280,Maps to,Mapped from,Urine specimen,Specimen,SNOMED,Specimen,S
URINE,70079,2000025563,mimiciv_micro_specimen,Specimen,Specimen,4046280,Maps to,Mapped from,Urine specimen,Specimen,SNOMED,Specimen,S
"URINE,KIDNEY",70080,2000025564,mimiciv_micro_specimen,Specimen,Specimen,4046280,Maps to,Mapped from,Urine specimen,Specimen,SNOMED,Specimen,S
URINE,70081,2000025565,mimiciv_micro_specimen,Specimen,Specimen,4046280,Maps to,Mapped from,Urine specimen,Specimen,SNOMED,Specimen,S
"URINE,SUPRAPUBIC ASPIRATE",70082,2000025566,mimiciv_micro_specimen,Specimen,Specimen,4046280,Maps to,Mapped from,Urine specimen,Specimen,SNOMED,Specimen,S
SWAB,70084,2000025567,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
WORM,70085,2000025568,mimiciv_micro_specimen,Specimen,Specimen,45767301,Maps to,Mapped from,Parasitic worm specimen,Specimen,SNOMED,Specimen,S
Blood (CMV AB),70087,2000025569,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
Blood (EBV),70088,2000025570,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
Blood (Malaria),70089,2000025571,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
Mini-BAL,70090,2000025572,mimiciv_micro_specimen,Specimen,Specimen,4001349,Maps to,Mapped from,Catheter specimen,Specimen,SNOMED,Specimen,S
MRSA SCREEN,70091,2000025573,mimiciv_micro_specimen,Observation,Observable Entity,37397888,Maps to,Mapped from,MRSA (methicillin resistant Staphylococcus aureus) screening test,Measurement,SNOMED,Observable Entity,S
"SWAB, R/O GC",70092,2000025574,mimiciv_micro_specimen,Specimen,Specimen,4120698,Maps to,Mapped from,Swab,Specimen,SNOMED,Specimen,S
Blood (Toxo),70093,2000025575,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
MRSA SCREEN,90189,2000025576,mimiciv_micro_specimen,Observation,Observable Entity,37397888,Maps to,Mapped from,MRSA (methicillin resistant Staphylococcus aureus) screening test,Measurement,SNOMED,Observable Entity,S
Staph aureus Screen,90198,2000025577,mimiciv_micro_specimen,Procedure,Procedure,4201099,Maps to,Mapped from,Multi-resistant staphylococcus aureus screening,Procedure,SNOMED,Procedure,S
BIOPSY,90271,2000025578,mimiciv_micro_specimen,Specimen,Specimen,4121220,Maps to,Mapped from,Biopsy sample,Specimen,SNOMED,Specimen,S
TISSUE,90272,2000025579,mimiciv_micro_specimen,Specimen,Specimen,4002890,Maps to,Mapped from,Tissue specimen,Specimen,SNOMED,Specimen,S
WORM,90609,2000025580,mimiciv_micro_specimen,Specimen,Specimen,45767301,Maps to,Mapped from,Parasitic worm specimen,Specimen,SNOMED,Specimen,S
AMNIOTIC FLUID,90902,2000025581,mimiciv_micro_specimen,Specimen,Specimen,4002223,Maps to,Mapped from,Amniotic fluid specimen,Specimen,SNOMED,Specimen,S
CHORIONIC VILLUS SAMPLE,90909,2000025582,mimiciv_micro_specimen,Specimen,Specimen,4120354,Maps to,Mapped from,Chorionic villi sample,Specimen,SNOMED,Specimen,S
BLOOD,90924,2000025583,mimiciv_micro_specimen,Specimen,Specimen,4001225,Maps to,Mapped from,Blood specimen,Specimen,SNOMED,Specimen,S
SKIN SCRAPINGS,90927,2000025584,mimiciv_micro_specimen,Specimen,Specimen,40490358,Maps to,Mapped from,Specimen from skin obtained by scraping,Specimen,SNOMED,Specimen,S
TRANSTRACHEAL ASPIRATE,90931,2000025585,mimiciv_micro_specimen,Specimen,Specimen,4119387,Maps to,Mapped from,Transtracheal aspirate sample,Specimen,SNOMED,Specimen,S
dynes.sec.cm-5/m2,dynes.sec.cm-5/m2,2000000002,mimiciv_mimic_generated,Unit,Unit,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Intravenous Continous,Intravenous Continous,2000000005,mimiciv_mimic_generated,Type Concept,Drug Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Intravenous Bolus,Intravenous Bolus,2000000004,mimiciv_mimic_generated,Type Concept,Drug Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Labs - Culture Organisms,Labs - Culture Organisms,2000000007,mimiciv_mimic_generated,Type Concept,Meas Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Labs - Chemistry,Labs - Chemistry,2000000011,mimiciv_mimic_generated,Type Concept,Meas Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Labs - Culture Sensitivity,Labs - Culture Sensitivity,2000000008,mimiciv_mimic_generated,Type Concept,Meas Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Labs - Hemato,Labs - Hemato,2000000009,mimiciv_mimic_generated,Type Concept,Meas Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Labs - Blood Gaz,Labs - Blood Gaz,2000000010,mimiciv_mimic_generated,Type Concept,Meas Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Output Event,Output Event,2000000003,mimiciv_mimic_generated,Type Concept,Meas Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Ward and physical location,Ward and physical location,2000000006,mimiciv_mimic_generated,Type Concept,Visit Type,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Stroke Volume Variation,Stroke Volume Variation,2000000000,mimiciv_mimic_generated,Measurement,Clinical Observation,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Visit Detail,Visit Detail,2000000012,mimiciv_mimic_generated,Metadata,Domain,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
Abdominal Pain,Abdominal Pain,2000020001,mimiciv_obs_drgcodes,Observation,MS-DRG,200219,Maps to,Mapped from,Abdominal pain,Condition,SNOMED,Clinical Finding,S
"ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","ABORTION W D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",2000020002,mimiciv_obs_drgcodes,Observation,MS-DRG,38001490,Maps to,Mapped from,,,,,
ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,2000020003,mimiciv_obs_drgcodes,Observation,MS-DRG,38001567,Maps to,Mapped from,,,,,
ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT,ACUTE ISCHEMIC STROKE WITH USE OF THROMBOLYTIC AGENT,2000020004,mimiciv_obs_drgcodes,Observation,MS-DRG,38000936,Maps to,Mapped from,,,,,
ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W CC,2000020005,mimiciv_obs_drgcodes,Observation,MS-DRG,38000935,Maps to,Mapped from,,,,,
ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W MCC,2000020006,mimiciv_obs_drgcodes,Observation,MS-DRG,38000934,Maps to,Mapped from,,,,,
ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,ACUTE ISCHEMIC STROKE W USE OF THROMBOLYTIC AGENT W/O CC/MCC,2000020007,mimiciv_obs_drgcodes,Observation,MS-DRG,38000936,Maps to,Mapped from,,,,,
Acute Leukemia,Acute Leukemia,2000020008,mimiciv_obs_drgcodes,Observation,MS-DRG,138708,Maps to,Mapped from,Acute leukemia,Condition,SNOMED,Clinical Finding,S
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,2000020009,mimiciv_obs_drgcodes,Observation,MS-DRG,38001534,Maps to,Mapped from,,,,,
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,2000020010,mimiciv_obs_drgcodes,Observation,MS-DRG,38001533,Maps to,Mapped from,,,,,
ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,2000020011,mimiciv_obs_drgcodes,Observation,MS-DRG,38001535,Maps to,Mapped from,,,,,
Acute Major Eye Infections,Acute Major Eye Infections,2000020012,mimiciv_obs_drgcodes,Observation,MS-DRG,4134613,Maps to,Mapped from,Eye infection,Condition,SNOMED,Clinical Finding,S
Acute Myocardial Infarction,Acute Myocardial Infarction,2000020013,mimiciv_obs_drgcodes,Observation,MS-DRG,312327,Maps to,Mapped from,Acute myocardial infarction,Condition,SNOMED,Clinical Finding,S
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",2000020014,mimiciv_obs_drgcodes,Observation,MS-DRG,38001109,Maps to,Mapped from,,,,,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",2000020015,mimiciv_obs_drgcodes,Observation,MS-DRG,38001108,Maps to,Mapped from,,,,,
"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC","ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",2000020016,mimiciv_obs_drgcodes,Observation,MS-DRG,38001110,Maps to,Mapped from,,,,,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC","ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC",2000020017,mimiciv_obs_drgcodes,Observation,MS-DRG,38001112,Maps to,Mapped from,,,,,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC","ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC",2000020018,mimiciv_obs_drgcodes,Observation,MS-DRG,38001111,Maps to,Mapped from,,,,,
"ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC","ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC",2000020019,mimiciv_obs_drgcodes,Observation,MS-DRG,38001113,Maps to,Mapped from,,,,,
Acute & Subacute Endocarditis,Acute & Subacute Endocarditis,2000020020,mimiciv_obs_drgcodes,Observation,MS-DRG,4108805,Maps to,Mapped from,Acute and subacute endocarditis,Condition,SNOMED,Clinical Finding,S
ACUTE & SUBACUTE ENDOCARDITIS,ACUTE & SUBACUTE ENDOCARDITIS,2000020021,mimiciv_obs_drgcodes,Observation,MS-DRG,38001118,Maps to,Mapped from,,,,,
ACUTE & SUBACUTE ENDOCARDITIS W CC,ACUTE & SUBACUTE ENDOCARDITIS W CC,2000020022,mimiciv_obs_drgcodes,Observation,MS-DRG,38001117,Maps to,Mapped from,,,,,
ACUTE & SUBACUTE ENDOCARDITIS W MCC,ACUTE & SUBACUTE ENDOCARDITIS W MCC,2000020023,mimiciv_obs_drgcodes,Observation,MS-DRG,38001116,Maps to,Mapped from,,,,,
ADMIT FOR RENAL DIALYSIS,ADMIT FOR RENAL DIALYSIS,2000020024,mimiciv_obs_drgcodes,Observation,MS-DRG,38001423,Maps to,Mapped from,,,,,
ADRENAL & PITUITARY PROCEDURES W CC/MCC,ADRENAL & PITUITARY PROCEDURES W CC/MCC,2000020025,mimiciv_obs_drgcodes,Observation,MS-DRG,38001370,Maps to,Mapped from,,,,,
ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,2000020026,mimiciv_obs_drgcodes,Observation,MS-DRG,38001371,Maps to,Mapped from,,,,,
"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC","AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC",2000020027,mimiciv_obs_drgcodes,Observation,MS-DRG,38001334,Maps to,Mapped from,,,,,
"AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC","AFTERCARE, MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC",2000020028,mimiciv_obs_drgcodes,Observation,MS-DRG,38001333,Maps to,Mapped from,,,,,
UNKNOWN,UNKNOWN,2000001401,mimiciv_per_ethnicity,Race,Race,0,Maps to,Mapped from,No matching concept,Metadata,None,Undefined,
AICD GENERATOR PROCEDURES,AICD GENERATOR PROCEDURES,2000020029,mimiciv_obs_drgcodes,Observation,MS-DRG,38001085,Maps to,Mapped from,,,,,
AICD LEAD PROCEDURES,AICD LEAD PROCEDURES,2000020030,mimiciv_obs_drgcodes,Observation,MS-DRG,38001107,Maps to,Mapped from,,,,,
"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA",2000020031,mimiciv_obs_drgcodes,Observation,MS-DRG,38001575,Maps to,Mapped from,,,,,
ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,2000020032,mimiciv_obs_drgcodes,Observation,MS-DRG,38001577,Maps to,Mapped from,,,,,
ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,2000020033,mimiciv_obs_drgcodes,Observation,MS-DRG,38001578,Maps to,Mapped from,,,,,
Alcoholic Liver Disease,Alcoholic Liver Disease,2000020034,mimiciv_obs_drgcodes,Observation,MS-DRG,201612,Maps to,Mapped from,Alcoholic liver damage,Condition,SNOMED,Clinical Finding,S
Allergic Reactions,Allergic Reactions,2000020035,mimiciv_obs_drgcodes,Observation,MS-DRG,40589905,Maps to,Mapped from,Allergic reaction,Condition,SNOMED,Clinical Finding,S
ALLERGIC REACTIONS W MCC,ALLERGIC REACTIONS W MCC,2000020036,mimiciv_obs_drgcodes,Observation,MS-DRG,38001590,Maps to,Mapped from,,,,,
ALLERGIC REACTIONS W/O MCC,ALLERGIC REACTIONS W/O MCC,2000020037,mimiciv_obs_drgcodes,Observation,MS-DRG,38001591,Maps to,Mapped from,,,,,
ALLOGENEIC BONE MARROW TRANSPLANT,ALLOGENEIC BONE MARROW TRANSPLANT,2000020038,mimiciv_obs_drgcodes,Observation,MS-DRG,38000900,Maps to,Mapped from,,,,,
AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,2000020039,mimiciv_obs_drgcodes,Observation,MS-DRG,38001080,Maps to,Mapped from,,,,,
AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,2000020040,mimiciv_obs_drgcodes,Observation,MS-DRG,38001079,Maps to,Mapped from,,,,,
AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB & TOE,AMPUTATION FOR CIRCULATORY SYSTEM DISORDERS EXCEPT UPPER LIMB & TOE,2000020041,mimiciv_obs_drgcodes,Observation,MS-DRG,38001081,Maps to,Mapped from,,,,,
AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,2000020042,mimiciv_obs_drgcodes,Observation,MS-DRG,38001264,Maps to,Mapped from,,,,,
AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,2000020043,mimiciv_obs_drgcodes,Observation,MS-DRG,38001263,Maps to,Mapped from,,,,,
AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,2000020044,mimiciv_obs_drgcodes,Observation,MS-DRG,38001265,Maps to,Mapped from,,,,,
AMPUTATION FOR MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE DISORDERS,AMPUTATION FOR MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE DISORDERS,2000020045,mimiciv_obs_drgcodes,Observation,MS-DRG,38001265,Maps to,Mapped from,,,,,
"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC","AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W CC",2000020046,mimiciv_obs_drgcodes,Observation,MS-DRG,38001373,Maps to,Mapped from,,,,,
"AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC","AMPUTAT OF LOWER LIMB FOR ENDOCRINE,NUTRIT,& METABOL DIS W MCC",2000020047,mimiciv_obs_drgcodes,Observation,MS-DRG,38001372,Maps to,Mapped from,,,,,
"ANAL & STOMAL PROCEDURES WITH COMPLICATIONS, COMORBIDITIES","ANAL & STOMAL PROCEDURES WITH COMPLICATIONS, COMORBIDITIES",2000020048,mimiciv_obs_drgcodes,Observation,MS-DRG,38001166,Maps to,Mapped from,,,,,
